"text","retweet_count","favorite_count","is_retweet","date"
"The Failing nytimes story on Mexico and Illegal Immigration through our Southern Border has now been proven shockingly false and untrue bad reporting and the paper is embarrassed by it The only problem is that they knew it was Fake News before it went out Corrupt Media",18855,70571,"0",2019-06-09
"Historic Milestone indeed ",15260,57285,"0",2019-09-14
"Great going to a very talented group ",7663,34592,"0",2020-07-29
"Is their a case for impeachment Absolutely not There is no high crimes or misdemeanors no treason no extortion no treason RD Robert Ray respected",10706,45687,"0",2019-09-26
"I love Colorado ",6009,19932,"0",2020-08-02
"RT kimguilfoyle Best President ever Thank you realDonaldTrump KAG2020 MAGA",8958,0,"0",2020-03-09
"RT GOPLeader Think of the contrast While Democrats are trying to remove President Trump from office the President is focused on remov",22033,0,"0",2020-01-11
"On our way to Florida and Georgia",9396,64737,"0",2018-10-15
"Whatever happened to Hillary campaign manager Podestas BROTHER Wasnt he caught forced to leave his firm with BIG BAD things to happen Why did nothing ever happen to him only to the other side",33620,114823,"0",2020-02-12
"RT VP Honored to serve as POTUS Trumps Vice President these past two years working to deliver historic results for the American people",12732,0,"0",2019-01-20
"RT SenRonJohnson Moving forward with getting the truth for the American people",2461,0,"0",2020-06-05
"RT Southcom Weve had 15 more disruptions  thats detainees thats drugs off the street 122 metric tonsSOUTHCOMs Adm Craig F",8031,0,"0",2020-07-11
"Will be doing a press conference today at 500 PM The White House People are working harder than I have ever seen people work It is a beautiful thing to watch",27617,158014,"0",2020-03-29
"Thank you Montana I love you ",16071,76228,"0",2018-09-07
"RT SteveGuest Biden staffers rush the press out of the room before Joe Biden can answer any questions ",16128,0,"0",2020-08-15
"Our case against lyin cheatin liddle Adam Shifty Schiff Cryin Chuck Schumer Nervous Nancy Pelosi their leader dumb as a rock AOC amp the entire Radical Left Do Nothing Democrat Party starts today at 1000 AM on FoxNews OANN or Fake News CNN or Fake News MSDNC",29234,116041,"0",2020-01-25
"Wow A federal Judge in the Southern District of NY completely dismissed a lawsuit brought by the Democratic National Committee against our historic 2016 campaign for President The Judge said the DNC case was entirely divorced from the facts yet another total amp complete",33521,138969,"0",2019-07-31
"It was just explained to me that for next weeks Fake Hearing trial in the House as they interview Never Trumpers and others I get NO LAWYER amp NO DUE PROCESS It is a Pelosi Schiff Scam against the Republican Party and me This Witch Hunt should not be allowed to proceed",35608,133371,"0",2019-11-07
"RT WhiteHouse From the beginning we have made it our top priority to shelter our seniors ",6320,0,"0",2020-07-23
"RT WhiteHouse Since day one President realDonaldTrump has been fighting for the forgotten men and women of America ",9803,0,"0",2020-06-12
"RT WhiteHouse As one family we mourn every precious life that's been lost I pledge in their honor that we will develop a vaccine and",10275,0,"0",2020-07-22
"Great new book just out Taken for Granted How Conservatives Can Win Back Americans That Liberalism Failed by Gianni Caldwell a young winner He will be at the Ronald Reagan Library Simi Valley California on Thursday at 6 PM PT Check it out",16376,70231,"0",2020-02-25
"RT RepMarkMeadows Reminder not only are prominent Democrats calling to decriminalize border crossingsevery single Democrat on the secon",13422,0,"0",2019-07-10
"Will be interviewed by seanhannity tonight at 900 PM on FoxNews Enjoy",10750,46293,"0",2019-10-22
"RT FrancisBrennan Twitter Censors President Trump But Not Communist China Something Doesnt Add Up ",7175,0,"0",2020-06-02
"I am ready to send 105B to the states to help open schools safely with additional PPE DEMOCRATS ARE HOLDING THIS UP",31997,131097,"0",2020-08-15
"RT dbongino THE KIDS BELONG BACK IN SCHOOL Stop making them suffer for your own political gain",17664,0,"0",2020-07-15
"I am watching a great and beautiful service by Pastor Jentezen Franklin Thank you Jentezen",13318,82569,"0",2020-03-15
"RT WhiteHouse President realDonaldTrump and FLOTUS welcomed the President and First Lady of Ecuador to the White House this week ",5452,0,"0",2020-02-15
"RT MelissaAFrancis Nancy Pelosi ripped the tribute to this family to shreds ",10526,0,"0",2020-02-09
"RT LeeSmithDC From lead on DevinNunes investigation of FBI antiTrump operation to acting DNI RichardGrenell deputy Kash Patel is",5705,0,"0",2020-05-10
"Thank you NATO NATOLondon ",15493,65262,"0",2019-12-04
"RT realDonaldTrump The Real Deal ",22728,0,"1",2019-12-11
"Almost 70 in new Poll say dont impeach So ridiculous to even be talking about this subject when all of the crimes were committed by the other side They cant win the election fairly",22181,97987,"0",2019-06-16
"Because of the Democrats intransigence on Border Security and the great importance of Safety for our Nation I am respectfully cancelling my very important trip to Davos Switzerland for the World Economic Forum My warmest regards and apologies to the WEF",21503,95295,"0",2019-01-11
"RT JamesOKeefeIII realDonaldTrump He's not controversial he's truthful He's truthful ",6496,0,"0",2019-07-12
"RT RepLeeZeldin Volker confirmed to me during his interview that in no way shape or form was there any quid pro quo whatsoever ",10204,0,"0",2019-11-09
"RT RepMarkMeadows WowRepMikeTurner Mr Sondland let's be clear no one on this planetnot Donald Trump Rudy Guiliani Mick Mulvan",24935,0,"0",2019-11-21
"We thank you We salute you We honor you And we promise you we will ALWAYS have your BACK  now and FOREVER IACP2018 ",15246,66208,"0",2018-10-09
"Australias Central Bank cut interest rates and stated it will most likely further ease in order to make up for Chinas Coronavirus situation and slowdown They reduced to 05 a record low Other countries are doing the same thing if not more so Our Federal Reserve has us",643,2247,"0",2020-03-03
"I am a great friend and admirer of the Queen amp the United Kingdom It was reported that Harry and Meghan who left the Kingdom would reside permanently in Canada Now they have left Canada for the US however the US will not pay for their security protection They must pay",99226,537499,"0",2020-03-29
"You dont come to court and ask for witnesses after youve already presented your case unless you know your case is not working I think their real motivation is for them to keep this President busy Were doing a great job on the economy were building our military look",24499,118631,"0",2020-01-25
"DDay75thAnniversary DDay75 ",10764,45819,"0",2019-06-07
"RT TeamTrump President realDonaldTrump on Joe Biden's deep love for China and Biden's many gifts to the Chinese Communist Party ",8734,0,"0",2020-07-15
"RT realDonaldTrump Does anyone notice how little the Radical Left takeover of Seattle is being discussed in the Fake News Media That is",50327,0,"0",2020-06-17
"RT WhiteHouse LIVE Press Briefing with Coronavirus Task Force ",6837,0,"0",2020-04-21
"Great work by my Administration over the holidays to save Coast Guard pay during this SchumerShutdown No thanks to the Democrats who left town and are not concerned about the safety and security of Americans",32041,130761,"0",2018-12-30
"RT williamcraddick Russiagate was designed in part to help the UK counter Russian influence by baiting the United States into taking a ha",8980,0,"0",2019-03-17
"RT realDonaldTrump California and New York must do something about their TREMENDOUS Homeless problems They are setting records If their",40807,0,"1",2019-12-28
"RT JimJordan Dems want Presidents tax returns for purely political purposesFrightening but shouldnt surprise ussame folks used th",22934,0,"0",2019-04-08
"RT realDonaldTrump ",16906,0,"0",2019-10-20
"Our Economy is the envy of the World",23534,128631,"0",2019-12-07
"RT BuckSexton Then again lets be honest if youre Putin you probably do want to sit across the negotiating table from a guy who honey",8588,0,"0",2020-02-22
"on October 1st we have agreed as a gesture of good will to move the increased Tariffs on 250 Billion Dollars worth of goods 25 to 30 from October 1st to October 15th",10299,51280,"0",2019-09-12
"Congressman John Joyce JohnJoyceForPA is a fighter for the Commonwealth of Pennsylvania John loves our Vets Military and Small Businesses and always defends Life and the Second Amendment John has my Complete and Total Endorsement PA13",7124,23967,"0",2020-05-23
"Great to be with our wonderful Men and Women of the SecretService What a job they are doing ",25090,101156,"0",2020-06-05
"Domestic Terrorists have taken over Seattle run by Radical Left Democrats of course LAW amp ORDER",55828,244946,"0",2020-06-11
"He is Strong on Crime the Border and Second Amendment Tom has deep roots in Wisconsin is a big Tax Cutter and will help me DRAIN THE SWAMP Tom has my Complete and Total Endorsement Vote for Tom Tiffany ",9316,37792,"0",2020-04-21
"Invoke P means Defense Production Act",16157,84280,"0",2020-03-27
"RT marklevinshow 1 How many legal analysts on TV insisted the presidents team must not argue the facts because the facts dont help the",14307,0,"0",2020-01-25
"When I took the Oath of Office ",28602,102790,"0",2019-01-11
"In the Medias effort to destroy the President they are actually destroying themselves Given all of the tremendous headwinds this President has faced its amazing he has accomplished so much DEROY MURDOCK foxandfriends  I agree",26327,118663,"0",2019-01-28
"RT charliekirk11 RT if you are THANKFUL to have realDonaldTrump as President this beautiful Independence Day ",21523,0,"0",2019-07-05
